,std,name
1724,KR7251370003,와이엠티
1725,KR7066430000,와이오엠
1726,KR7209640002,와이제이링크
1727,KR7096250006,와이즈넛
1728,KR7273060004,와이즈버즈
1729,KR7019210004,와이지-원
1730,KR7122870009,와이지엔터테인먼트
1731,KR7037270006,YG PLUS
1732,KR7011690005,와이투솔루션
1733,KR7040300006,YTN
1734,KR7332570001,와이팜
1735,KR7079000006,와토스코리아
1736,KR7316140003,우리금융지주
1737,KR7032820003,우리기술
1738,KR7041190000,우리기술투자
1739,KR7115440000,우리넷
1740,KR7046970000,우리로
1741,KR7082850009,우리바이오
1742,KR7215360009,우리산업
1743,KR7072470008,우리산업홀딩스
1744,KR7073560005,우리손에프앤지
1745,KR7037400009,우리엔터프라이즈
1746,KR7153490008,우리이앤엘
1747,KR7101170009,우림피티에스
1748,KR7006980007,우성
1749,KR7066590001,우수AMS
1750,KR7017370008,우신시스템
1751,KR7103840005,우양
1752,KR7046940003,우원개발
1753,KR7215380007,우정바이오
1754,KR7065680001,우주일렉트로
1755,KR7105840003,우진
1756,KR7018620005,우진비앤지
1757,KR7010400000,우진아이엔에스
1758,KR7457550002,우진엔텍
1759,KR7049800006,우진플라임
1760,KR7016880007,웅진
1761,KR7095720009,웅진씽크빅
1762,KR7396470007,워트
1763,KR7005820006,원림
1764,KR7307280008,원바이오젠
1765,KR7032940009,원익
1766,KR7104830005,원익머트리얼즈
1767,KR7240810002,원익IPS
1768,KR7014190003,원익큐브
1769,KR7074600008,원익QnC
1770,KR7217820000,원익피앤이
1771,KR7030530000,원익홀딩스
1772,KR7012620001,원일특강
1773,KR7382840007,원준
1774,KR7336570007,원텍
1775,KR7376980009,원티드랩
1776,KR7122830003,원포유
1777,KR7008370009,원풍
1778,KR7008290009,원풍물산
1779,KR7101160000,월덱스
1780,KR7336060009,웨이버스
1781,KR7095270005,웨이브일렉트로
1782,KR7289930000,웨이비스
1783,KR7010600005,웰바이오텍
1784,KR7065950008,웰크론
1785,KR7076080001,웰크론한텍
1786,KR7043590009,웰킵스하이텍
1787,KR7196700009,웹스
1788,KR7069080000,웹젠
1789,KR7053580007,웹케시
1790,KR7479960007,위너스
1791,KR7071460000,위니아
1792,KR7377460001,위니아에이드
1793,KR7044340008,위닉스
1794,KR7330350000,위더스제약
1795,KR7348350000,위드텍
1796,KR7112040001,위메이드
1797,KR7101730000,위메이드맥스
1798,KR7123420002,위메이드플레이
1799,KR7065370009,위세아이텍
1800,KR7140660002,위월드
1801,KR7038620001,위즈코프
1802,KR7299900001,위지윅스튜디오
1803,KR7036090009,위지트
1804,KR7459100004,위츠
1805,KR7136540002,윈스
1806,KR7097800007,윈팩
1807,KR7192390003,윈하이텍
1808,KR7008600009,윌비스
1809,KR7335870002,윙스풋
1810,HK0000449303,윙입푸드
1811,KR7014830004,유니드
1812,KR7446070005,유니드비티플러스
1813,KR7036200004,유니셈
1814,KR7018000000,유니슨
1815,KR7047400007,유니온머티리얼
1816,KR7000910000,유니온
1817,KR7203450002,유니온커뮤니티
1818,KR7011330008,유니켐
1819,KR7077500007,유니퀘스트
1820,KR7011320009,유니크
1821,KR7086390002,유니테스트
1822,KR7241690007,유니테크노
1823,KR7142210004,유니트론텍
1824,KR7121060008,유니포인트
1825,KR7389680000,유디엠텍
1826,KR7088340005,유라클
1827,KR7048430003,유라테크
1828,KR7206650004,유바이오로직스
1829,KR7089850002,유비벨록스
1830,KR7495810004,유비씨
1831,KR7084440007,유비온
1832,KR7032620007,유비케어
1833,KR7264450008,유비쿼스
1834,KR7078070000,유비쿼스홀딩스
1835,KR7002920007,유성기업
1836,KR7024800005,유성티엔에스
1837,KR7000700005,유수홀딩스
1838,KR7054930003,유신
1839,KR7069330009,유아이디
1840,KR7049520000,유아이엘
1841,KR7435380001,유안타제10호스팩
1842,KR7444920003,유안타제11호스팩
1843,KR7446150005,유안타제12호스팩
1844,KR7449020007,유안타제13호스팩
1845,KR7450940002,유안타제14호스팩
1846,KR7473050003,유안타제15호스팩
1847,KR7474490000,유안타제16호스팩
1848,KR7493790000,유안타제17호스팩
1849,KR7003471000,유안타증권우
1850,KR7003470002,유안타증권
1851,KR7263770000,유에스티
1852,KR7337840003,유엑스엔
1853,KR7072130008,유엔젤
1854,KR7000221002,유유제약1우
1855,KR7000222000,유유제약2우B
1856,KR7000220004,유유제약
1857,KR7388720005,유일로보틱스
1858,KR7340930007,유일에너테크
1859,KR7023410004,유진기업
1860,KR7468760004,유진스팩10호
1861,KR7488060005,유진스팩11호
1862,KR7442130001,유진스팩9호
1863,KR7056080005,유진로봇
1864,KR7084370006,유진테크
1865,KR7240600007,유진테크놀로지
1866,KR7001200005,유진투자증권
1867,KR7221800006,유투바이오
1868,KR7179900006,유티아이
1869,KR7263050007,유틸렉스
1870,KR7000101006,유한양행우
1871,KR7000100008,유한양행
1872,KR7003461001,유화증권우
1873,KR7003460003,유화증권
1874,KR7191410000,육일씨엔에쓰
1875,KR7372170001,윤성에프앤씨
1876,KR7146060009,율촌
1877,KR7008730004,율촌화학
1878,KR7072770001,율호
1879,KR7008250003,이건산업
1880,KR7039020003,이건홀딩스
1881,KR7025820002,이구산업
1882,KR7067920009,이글루
1883,KR7044960003,이글벳
1884,KR7303530000,이노뎁
1885,KR7296640006,이노룰스
1886,KR7302430004,이노메트리
1887,KR7279060008,이노벡스
1888,KR7214320004,이노션
1889,KR7462350000,이노스페이스
1890,KR7274400001,이노시뮬레이션
1891,KR7073490005,이노와이어리스
1892,KR7215790007,이노인스트루먼트
1893,KR7344860002,이노진
1894,KR7088390000,이녹스
1895,KR7272290008,이녹스첨단소재
1896,KR7053350005,이니텍
1897,KR7452400005,이닉스
1898,KR7264850009,이랜시스
1899,KR7054210000,이랜텍
1900,KR7009730003,이렘
1901,KR7065440000,이루온
1902,KR7088260005,이리츠코크렙
1903,KR7139480008,이마트
1904,KR7115610008,이미지스
1905,KR7478110000,이베스트스팩6호
1906,KR7131400004,이브이첨단소재
1907,KR7208850008,이비테크
1908,KR7351330006,이삭엔지니어링
1909,KR7080010002,이상네트웍스
1910,KR7379390008,이성씨엔아이
1911,KR7457190007,이수스페셜티케미컬
1912,KR7086890001,이수앱지스
1913,KR7007660004,이수페타시스
1914,KR7005950001,이수화학
1915,KR7015020001,이스타코
1916,KR7047560008,이스트소프트
1917,HK0000057197,이스트아시아홀딩스
1918,KR7239340003,이스트에이드
1919,KR7067010009,이씨에스
1920,KR7093230001,이아이디
1921,KR7341310001,이앤에치
1922,KR7418620001,이에이트
1923,KR7456070002,이엔셀
1924,KR7102710001,이엔에프테크놀로지
1925,KR7074610007,이엔플러스
1926,KR7041520008,이엘씨
1927,KR7063760003,이엘피
1928,KR7123570004,이엠넷
1929,KR7278990007,EMB
1930,KR7083470005,이엠앤아이
1931,KR7095190005,이엠코리아
1932,KR7091120006,이엠텍
1933,KR7232530006,이엠티
1934,KR7102460003,이연제약
1935,KR7039030002,이오테크닉스
1936,KR7294090006,이오플로우
1937,KR7245620000,EDGC
1938,KR7088290002,이원컴포텍
1939,KR7084680008,이월드
1940,KR7037370004,EG
1941,KR7353810005,이지바이오
1942,KR7350520003,이지스레지던스리츠
1943,KR7334890001,이지스밸류리츠
1944,KR7099750002,이지케어텍
1945,KR7377330006,이지트로닉스
1946,KR7035810001,이지홀딩스
1947,KR7092130004,이크레더블
1948,KR7096040001,이트론
1949,KR7134060003,이퓨쳐
1950,KR7001840008,이화공영
1951,KR7000760009,이화산업
1952,KR7024810004,이화전기
1953,KR7014990006,인디에프
1954,KR7041830001,인바디
1955,KR7352940001,인바이오
1956,KR7101140002,인바이오젠
1957,KR7216400002,인바이츠바이오코아
1958,KR7079950002,인베니아
1959,KR7389470006,인벤티지랩
1960,KR7277410007,인산가
1961,KR7060150000,인선이엔티
1962,KR7033230004,인성정보
1963,KR7450520002,인스웨이브시스템즈
1964,KR7006490007,인스코비
1965,KR7465480002,인스피언
1966,KR7037330008,인지디스플레
1967,KR7100030006,인지소프트
1968,KR7023800006,인지컨트롤스
1969,KR7034590000,인천도시가스
1970,KR7211050000,인카금융서비스
1971,KR7083640003,인콘
1972,KR7064090004,인크레더블버즈
1973,KR7216050005,인크로스
1974,KR7049070006,인탑스
1975,KR7119610004,인터로조
1976,KR7017250002,인터엠
1977,KR7129260006,인터지스
1978,KR7051370005,인터플렉스
1979,KR7064290000,인텍플러스
1980,KR7189300007,인텔리안테크
1981,KR7150840007,인트로메딕
1982,KR7048530000,인트론바이오
1983,KR7023810005,인팩
1984,KR7115310005,인포바인
1985,KR7039290002,인포뱅크
1986,KR7071200000,인피니트헬스케어
1987,KR7101930006,인화정공
1988,KR7249420001,일동제약
1989,KR7000230003,일동홀딩스
1990,KR7013360003,일성건설
1991,KR7003120003,일성아이에스
1992,KR7333430007,일승
1993,KR7068330000,일신바이오
1994,KR7003200003,일신방직
1995,KR7007110000,일신석재
1996,KR7007571003,일양약품우
1997,KR7007570005,일양약품
1998,KR7178780003,일월지엠엘
1999,KR7008500001,일정실업
2000,KR7019540004,일지테크
2001,KR7081000002,일진다이아
2002,KR7020760005,일진디스플
2003,KR7103590006,일진전기
2004,KR7094820008,일진파워
2005,KR7271940009,일진하이솔루스
2006,KR7015860000,일진홀딩스
2007,KR7226320000,잇츠한불
2008,KR8840110108,잉글우드랩
2009,KR7049550007,잉크테크
2010,KR7389020009,자람테크놀로지
2011,KR7254120009,자비스
2012,KR7043910009,자연과환경
2013,KR7234920007,자이글
2014,KR7289220006,자이언트스텝
2015,KR7317400000,자이에스앤디
2016,KR7033240003,자화전자
2017,KR7174880005,장원테크
2018,KR7049630007,재영솔루텍
2019,KR7417840006,저스템
2020,KR7000950006,전방
2021,KR7079900007,전진건설로봇
2022,KR7110020005,전진바이오팜
2023,KR7208140004,정다운
2024,KR7040420002,정상제이엘에스
2025,KR7045510005,정원엔시스
2026,KR7217190008,제너셈
2027,KR7095700001,제넥신
2028,KR7072520000,제넨바이오
2029,KR7122310006,제노레이
2030,KR7361390008,제노코
2031,KR7066830001,제노텍
2032,KR7225220003,제놀루션
2033,KR7123330003,제닉
2034,KR7381620004,제닉스
2035,KR7159580000,제로투세븐
2036,KR7147830004,제룡산업
2037,KR7033100009,제룡전기
2038,KR7079370003,제우스
2039,KR7067290007,JW신약
2040,KR7054950001,제이브이엠
2041,KR7023440001,제이스코홀딩스
2042,KR7090470006,제이스텍
2043,KR7137950002,제이씨케미칼
2044,KR7033320003,제이씨현시스템
2045,KR7417500006,제이아이테크
2046,KR7348950007,제이알글로벌리츠
2047,KR7204270003,제이앤티씨
2048,KR7194370003,제이에스코퍼레이션
2049,KR7026040006,제이에스티나
2050,KR7452160005,제이엔비
2051,KR7126880004,제이엔케이글로벌
2052,KR7322510009,제이엘케이
2053,KR7254160005,제이엠멀티
2054,KR7033050006,제이엠아이
2055,KR7094970001,제이엠티
2056,KR7418550000,제이오
2057,KR7035900000,JYP Ent.
2058,KR7025620006,제이준코스메틱
2059,KR7420570004,제이투케이바이오
2060,KR7089790000,제이티
2061,KR8392080006,JTC
2062,KR7030000004,제일기획
2063,KR7052670007,제일바이오
2064,KR7271980005,제일약품
2065,KR7412540007,제일엠앤에스
2066,KR7001560002,제일연마
2067,KR7199820002,제일일렉트릭
2068,KR7038010005,제일테크노스
2069,KR7002620003,제일파마홀딩스
2070,KR7276730009,제주맥주
2071,KR7080220007,제주반도체
2072,KR7006220008,제주은행
2073,KR7089590004,제주항공
2074,KR7216080002,제테마
2075,KR7229000005,젠큐릭스
2076,KR7082270000,젬백스
2077,KR7044060002,조광ILI
2078,KR7004910006,조광페인트
2079,KR7004700001,조광피혁
2080,KR7001550003,조비
2081,KR7462520008,조선내화
2082,KR7120030002,조선선재
2083,KR7034940007,조아제약
2084,KR7067000000,조이시티
2085,KR7018470005,조일알미늄
2086,KR7002600005,조흥
2087,KR7063160006,종근당바이오
2088,KR7185750007,종근당
2089,KR7001630003,종근당홀딩스
2090,KR7033340001,좋은사람들
2091,KR7036930006,주성엔지니어링
2092,KR7109070003,주성코퍼레이션
2093,KR7185190006,수프로
2094,KR7357580000,아모센스
2095,KR7226400000,오스테오닉
2096,KR7440320000,오픈놀
2097,KR7189350002,코셋
2098,KR7348080003,큐라티스
2099,KR7023450000,동남합성
2100,KR7002380004,KCC
2101,KR7044380004,주연테크
2102,KR7024110009,기업은행
2103,KR7072020001,중앙백신
2104,KR7000440008,중앙에너비스
2105,KR7051980001,중앙첨단소재
2106,KR7228760005,지노믹트리
2107,KR7314130006,지놈앤컴퍼니
2108,KR7013890009,지누스
2109,KR7389030008,지니너스
2110,KR7043610005,지니뮤직
2111,KR7263860009,지니언스
2112,KR7303030001,지니틱스
2113,KR7036180008,지더블유바이텍
2114,KR7208350009,지란지교시큐리티
2115,KR7289860009,지슨
2116,KR7144510005,지씨셀
2117,KR7358570000,지아이이노베이션
2118,KR7382480002,지아이텍
2119,KR7382800001,지앤비에스 에코
2120,KR7299480004,지앤이헬스케어
2121,KR7051160000,지어소프트
2122,KR7001250000,GS글로벌
2123,KR7007070006,GS리테일
2124,KR7053050001,지에스이
2125,KR7499790004,GS피앤엘
2126,KR7130500002,GH신소재
2127,KR7388610008,지에프씨생명과학
2128,KR7119850006,지엔씨에너지
2129,KR7065060006,지엔코
2130,KR7204840003,지엘팜텍
2131,KR7013870001,지엠비코리아
2132,KR7071320006,지역난방공사
2133,KR7311320006,지오엘리먼트
2134,KR7388050007,지투파워
2135,KR7088790001,진도
2136,KR7018120006,진로발효
2137,KR7109820001,진매트릭스
2138,KR7086060001,진바이오텍
2139,KR7036890002,진성티이씨
2140,KR7363250002,진시스템
2141,KR7003780004,진양산업
2142,KR7007370000,진양제약
2143,KR7010640001,진양폴리
2144,KR7100250000,진양홀딩스
2145,KR7051630002,진양화학
2146,KR7272450008,진에어
2147,KR7285800009,진영
2148,KR7011000007,진원생명과학
2149,KR7250030004,진코스텍
2150,KR7002781003,진흥기업우B
2151,KR7002782001,진흥기업2우B
2152,KR7002780005,진흥기업
2153,KR7233990001,질경이
2154,KR7085660009,차바이오텍
2155,KR7261780001,차백신연구소
2156,KYG2115T1076,크리스탈신소재
2157,KR7351870001,차이커뮤니케이션
2158,KR7009310004,참엔지니어링
2159,KR7094850005,참좋은여행
2160,KR7368030003,창대정밀
2161,KR7004650008,창해에탄올
2162,KR7278280003,천보
2163,KR7000650002,천일고속
2164,KR7362320004,청담글로벌
2165,KR7012600003,청호ICT
2166,KR7066360009,체리부로
2167,KR7033250002,체시스
2168,KR7047820006,초록뱀미디어
2169,KR7094360005,칩스앤미디어
2170,KR7016920001,카스
2171,KR7284620002,카이노스메드
2172,KR7293490009,카카오게임즈
2173,KR7323410001,카카오뱅크
2174,KR7035720002,카카오
2175,KR7377300009,카카오페이
2176,KR7140430000,카티스
2177,KR7042000000,카페24
2178,KR7006380000,카프로
2179,KR7313760001,캐리
2180,KR7317530004,캐리소프트
2181,KR7071850002,캐스텍코리아
2182,KR7210120002,캔버스엔
2183,KR7050110006,캠시스
2184,KR7452300007,캡스톤파트너스
2185,KR7451760003,컨텍
2186,HK0000341732,컬러레이
2187,KR7078340007,컴투스
2188,KR7063080006,컴투스홀딩스
2189,KR7307930008,컴퍼니케이
2190,KR7079190005,케스피온
2191,KR7263700007,케어랩스
2192,KR7214370009,케어젠
2193,KR7221980006,케이디켐
2194,KR7038530002,케이바이오
2195,KR7415640002,KB발해인프라
2196,KR7001620004,케이비아이동국실업
2197,KR7024840001,KBI메탈
2198,KR7455250001,KB제25호스팩
2199,KR7458320009,KB제26호스팩
2200,KR7464680008,KB제27호스팩
2201,KR7476470000,KB제28호스팩
2202,KR7478390008,KB제29호스팩
2203,KR7486630007,KB제30호스팩
2204,KR7492220009,KB제31호스팩
2205,KR7318000007,KBG
2206,KR7192250009,케이사인
2207,KR7431190008,케이쓰리아이
2208,KR7009440009,KC그린홀딩스
2209,KR7029460003,케이씨
2210,KR7112190004,KC산업
2211,KR7021320007,KCC건설
2212,KR7344820006,KCC글라스
2213,KR7036670008,KCI
2214,KR7115500001,케이씨에스
2215,KR7119650000,KC코트렐
2216,KR7281820001,케이씨텍
2217,KR7089150007,케이씨티
2218,KR7025880006,케이씨피드
2219,KR7015590003,KIB플러그에너지
2220,KR7093320000,케이아이엔엑스
2221,KR7093640001,케이알엠
2222,KR7044450005,KSS해운
2223,KR7101000008,KS인더스트리
2224,KR7073010001,케이에스피
2225,KR7226360006,KH 건설
2226,KR7111870002,KH 미래물산
2227,KR7060720000,KH바텍
2228,KR7122450000,KX
2229,KR7052900008,KX하이텍
2230,KR7105330005,케이엔더블유
2231,KR7053080008,케이엔솔
2232,KR7199430000,케이엔알시스템
2233,KR7432470003,케이엔에스
2234,KR7058400003,KNN
2235,KR7272110008,케이엔제이
2236,KR7039420005,케이엘넷
2237,KR7083550004,케이엠
2238,KR7032500001,케이엠더블유
2239,KR7225430008,케이엠제약
2240,KR7102370004,케이옥션
2241,KR7068100007,케이웨더
2242,KR7092220003,KEC
2243,KR7106080005,케이이엠텍
2244,KR7046440004,KG모빌리언스
2245,KR7151860004,KG에코솔루션
2246,KR7035600006,KG이니시스
2247,KR7381970003,케이카
2248,KR7145270005,케이탑리츠
2249,KR7030200000,KT
2250,KR7053210001,스카이라이프
2251,KR7058850009,KTcs
2252,KR7058860008,KTis
2253,KR7036030005,케이티알파
2254,KR7033780008,KT&G
2255,KR7064820004,케이프
2256,KR7256940008,케이피에스
2257,KR7024880007,케이피에프
2258,KR7042040006,케이피엠테크
2259,KR7054410006,케이피티유
2260,KR7258610005,케일럼
2261,KR7274090000,켄코아에어로스페이스
2262,KR7402420004,켈스
2263,KR7089010003,켐트로닉스
2264,KR7220260004,켐트로스
2265,KR7176590008,코나솔
2266,KR7052400009,코나아이
2267,KR7402030001,코난테크놀로지
2268,KR7391710001,코닉오토메이션
2269,KR7046070009,코다코
2270,KR7047770003,코데즈컴바인
2271,KR7080530009,코디
2272,KR7417310000,코람코더원리츠
2273,KR7357120005,코람코라이프인프라리츠
2274,KR7104540000,코렌텍
2275,KR7027050004,코리아나
2276,KR7007811003,코리아써우
2277,KR700781K015,코리아써키트2우B
2278,KR7007810005,코리아써키트
2279,KR7190650002,코리아에셋투자증권
2280,KR7123410003,코리아에프티
2281,KR7003690005,코리안리
2282,KR7036690006,코맥스
2283,KR7049430002,코메론
2284,KR7183300003,코미코
2285,KR7041960006,코미팜
2286,KR7089890008,코세스
2287,KR7360350003,코셈
2288,KR7082660002,코스나인
2289,KR7192820009,코스맥스
2290,KR7044820009,코스맥스비티아이
2291,KR7222040008,코스맥스엔비티
2292,KR7241710003,코스메카코리아
2293,KR7005070008,코스모신소재
2294,KR7005420005,코스모화학
2295,KR7355150004,코스텍시스
2296,KR7169670007,코스텍시스템
2297,KR7071950000,코아스
2298,KR7166480004,코아스템켐온
2299,KR7045970001,코아시아
2300,KR7196450001,코아시아씨엠
2301,KR7384470001,코어라인소프트
2302,KR7029960002,코엔텍
2303,KR7002021004,코오롱우
2304,KR7003071008,코오롱글로벌우
2305,KR7003070000,코오롱글로벌
2306,KR745014K018,코오롱모빌리티그룹우
2307,KR7450140009,코오롱모빌리티그룹
2308,KR7002020006,코오롱
2309,KR7102940004,코오롱생명과학
2310,KR7138490008,코오롱ENP
2311,KR7120111000,코오롱인더우
2312,KR7120110002,코오롱인더
2313,KR8840120008,코오롱티슈진
2314,KR7021240007,코웨이
2315,KR7033290008,코웰패션
2316,KR7056360001,코위버
2317,KR7282880004,코윈테크
2318,KR7121850002,코이즈
2319,KR7448710004,코츠테크놀로지
2320,KR7126730001,코칩
2321,KR7015710007,코콤
2322,KR7052330008,코텍
2323,KR7322780008,코퍼스코리아
2324,KR7036420008,콘텐트리중앙
2325,KR7200130003,콜마비앤에이치
2326,KR7024720005,콜마홀딩스
2327,KR7031820004,콤텍시스템
2328,KR7294570007,쿠콘
2329,KR7192400000,쿠쿠홀딩스
2330,KR7284740008,쿠쿠홈시스
2331,KR7317690006,퀀타매트릭스
2332,KR7227100005,퀀텀온
2333,KR7432720001,퀄리타스반도체
2334,KR7456190008,큐라켐
2335,KR7365270008,큐라클
2336,KR7086460003,큐러블
2337,KR7060280005,큐렉소
2338,KR7372320002,큐로셀
2339,KR7051780005,큐로홀딩스
2340,KR7115180002,큐리언트
2341,KR7445680002,큐리옥스바이오시스템즈
2342,KR7182360008,큐브엔터
2343,KR7405100009,큐알티
2344,KR7066310004,큐에스아이
2345,KR7136660008,큐엠씨
2346,KR7016600009,큐캐피탈
2347,KR7355390006,크라우드웍스
2348,KR726490K013,크라운제과우
2349,KR7264900002,크라운제과
2350,KR7005741004,크라운해태홀딩스우
2351,KR7005740006,크라운해태홀딩스
2352,KR7259960003,크래프톤
2353,KR7096240007,크레버스
2354,KR7040350001,크레오에스지
2355,KR7215570003,크로넥스
2356,KR7110790003,크리스에프앤씨
2357,KR7045520004,크린앤사이언스
2358,KR7036170009,클라우드에어
2359,KR7214150005,클래시스
2360,KR7466100005,클로봇
2361,KR7352770002,클리노믹스
2362,KR7237880000,클리오
2363,KR7139670004,키네마스터
2364,KR7020120002,키다리스튜디오
2365,KR7487720005,키움제10호스팩
2366,KR7489480004,키움제11호스팩
2367,KR7446840001,키움제8호스팩
2368,KR7039490008,키움증권
2369,KR7054780002,키이스트
2370,KR7336040001,타스컴
2371,KR7219130002,타이거일렉
2372,KR7346010002,타이드
2373,KR7318660008,타임기술
2374,KR7476710009,타조엔터테인먼트
2375,KR7434190005,탈로스
2376,KR7336680004,탑런토탈솔루션
2377,KR7360070007,탑머티리얼
2378,KR7180060006,탑선
2379,KR7065130007,탑엔지니어링
2380,KR7134580000,탑코미디어
2381,KR7014580005,태경비케이
2382,KR7015890007,태경산업
2383,KR7006890008,태경케미컬
2384,KR7023160005,태광
2385,KR7003240009,태광산업
2386,KR7011280005,태림포장
2387,KR7323280008,태성
2388,KR7053620001,태양
2389,KR7052960002,태양3C
2390,KR7004101002,태양금속우
2391,KR7004100004,태양금속
2392,KR7116100009,태양기계
2393,KR7009410002,태영건설
2394,KR7009411000,태영건설우
2395,KR7044490001,태웅
2396,KR7124560004,태웅로직스
2397,KR7001420009,태원물산
2398,KR7191420009,테고사이언스
2399,KR7073640005,테라사이언스
2400,KR7066700006,테라젠이텍스
2401,KR7095610002,테스
2402,KR7055490007,테이팩스
2403,KR7308700004,테크엔
2404,KR7064520000,테크엘
2405,KR7089030001,테크윙
2406,KR7258050004,테크트랜스
2407,KR7054450002,텔레칩스
2408,KR7078000007,텔코웨어
2409,KR7200230001,텔콘RF제약
2410,KR7214420002,토니모리
2411,KR7393210000,토마토시스템
2412,KR7475960001,토모큐브
2413,KR7215480005,토박스코리아
2414,KR7051360006,토비스
2415,KR7045340007,토탈소프트
2416,KR7108230004,톱텍
2417,KR7079970000,투비소프트
2418,KR7199800004,툴젠
2419,KR7417790003,트루엔
2420,KR7290090000,트윔
2421,KR7026150003,특수건설
2422,KR7464280007,티디에스팜
2423,KR7322180001,티라유텍
2424,KR7117730002,티로보틱스
2425,KR7033830001,티비씨
2426,KR7057680001,티사이언티픽
2427,KR7204610000,티쓰리
2428,KR7064760002,티씨케이
2429,KR7246710008,티앤알바이오팹
2430,KR7340570001,티앤엘
2431,KR7043220003,티에스넥스젠
2432,KR7277880001,티에스아이
2433,KR7131290009,티에스이
2434,KR7246690002,TS인베스트먼트
2435,KR7317240000,TS트릴리온
2436,KR7019180009,티에이치엔
2437,KR7425420007,티에프이
2438,KR7484810007,티엑스알로보틱스
2439,KR7131100000,티엔엔터테인먼트
2440,KR7356860007,티엘비
2441,KR7413300005,티엘엔지니어링
2442,KR7002900009,TYM
2443,KR736328K013,티와이홀딩스우
2444,KR7363280009,티와이홀딩스
2445,KR7321550006,티움바이오
2446,KR7091810002,티웨이항공
2447,KR7004870002,티웨이홀딩스
2448,KR7425040003,티이엠씨
2449,KR7241790005,티이엠씨씨엔에스
2450,KR7032540007,TJ미디어
2451,KR7022220008,TKG애강
2452,KR7069260008,TKG휴켐스
2453,KR7104480009,티케이케미칼
2454,KR7081150005,티플랙스
2455,KR7007980006,TP
2456,KR7130740004,티피씨글로벌
2457,KR7048770002,TPC
2458,KR7217880004,틸론
2459,KR7084730001,팅크웨어
2460,KR7440110005,파두
2461,KR7034230003,파라다이스
2462,KR7033540006,파라텍
2463,KR7388870008,파로스아이바이오
2464,KR7043200005,파루
2465,KR7214450009,파마리서치
2466,KR7217950005,파마리서치바이오
2467,KR7208340000,파멥신
2468,KR7005690003,파미셀
2469,KR7177830007,파버나인
2470,KR7037070000,파세코
2471,KR7150900009,파수
2472,KR7037030004,파워넷
2473,KR7047310008,파워로직스
2474,KR7266870005,파워풀엑스
2475,KR7368770004,파이버프로
2476,KR7170790000,파이오링크
2477,KR7049120009,파인디앤씨
2478,KR7038950002,파인디지털
2479,KR7387570005,파인메딕스
2480,KR7441270006,파인엠텍
2481,KR7106240005,파인테크닉스
2482,KR7131760001,파인텍
2483,KR7065690000,파커스
2484,KR7140860008,파크시스템스
2485,KR7091700005,파트론
2486,KR7202960001,판도라티비
2487,KR7032800005,판타지오
2488,KR7318010006,팜스빌
2489,KR7036580009,팜스코
2490,KR7027710003,팜스토리
2491,KR7004720009,팜젠사이언스
2492,KR7266350008,팡스카이
2493,KR7225590009,패션플랫폼
2494,KR7054300009,팬스타엔터프라이즈
2495,KR7068050004,팬엔터테인먼트
2496,KR7028670008,팬오션
2497,KR7222110009,팬젠
2498,KR7271830002,팸텍
2499,KR7010820009,퍼스텍
2500,KR7016800005,퍼시스
2501,KR7263750002,펄어비스
2502,KR7251970000,펌텍코리아
2503,KR7001020007,페이퍼코리아
2504,KR7327610002,펨토바이오메드
2505,KR7168360006,펨트론
2506,KR7087010005,펩트론
2507,KR7090080003,평화산업
2508,KR7010770006,평화홀딩스
2509,KR7064800006,포니링크
2510,KR7119500007,포메탈
2511,KR7389140005,포바이포
2512,KR7105760003,포스뱅크
2513,KR7022100002,포스코DX
2514,KR7058430000,포스코스틸리온
2515,KR7047050000,포스코인터내셔널
2516,KR7003670007,포스코퓨처엠
2517,KR7005490008,POSCO홀딩스
2518,KR7189690001,포시에스
2519,KR7318020005,포인트모바일
2520,KR7256630005,포인트엔지니어링
2521,KR7331380006,포커스에이치엔에스
2522,KR7472850007,폰드그룹
2523,KR7234100006,폴라리스세원
2524,KR7039980008,폴라리스AI
2525,KR7041910001,폴라리스AI파마
2526,KR7041020009,폴라리스오피스
2527,KR7114630007,폴라리스우노
2528,KR7290720002,푸드나무
2529,KR7005670005,푸드웰
2530,KR7094940004,푸른기술
2531,KR7007330004,푸른저축은행
2532,KR7057880007,푸른소나무
2533,KR7017810003,풀무원
2534,KR7093380004,풍강
2535,KR7023900004,풍국주정
2536,KR7103140000,풍산
2537,KR7005810007,풍산홀딩스
2538,KR7371950007,풍원정밀
2539,KR7370090003,퓨런티어
2540,KR7445180003,퓨릿
2541,KR7151910007,퓨처코어
2542,KR7341170009,퓨쳐메디신
2543,KR7220100002,퓨쳐켐
2544,KR7035200005,프럼파스트
2545,KR7334970001,프레스티지바이오로직스
2546,KR8702070002,프레스티지바이오파마
2547,KR7321260002,프로이천
2548,KR7296160005,프로젠
2549,KR7053610002,프로텍
2550,KR7303360002,프로티아
2551,KR7377220009,프롬바이오
2552,KR7335810008,프리시젼바이오
2553,KR7053160008,프리엠스
2554,KR7405000001,플라즈맵
2555,KR7041590001,플래스크
2556,KR7367000007,플래티어
2557,KR7075130005,플랜티넷
2558,KR7222670002,플럼라인생명과학
2559,KR7009810003,플레이그램
2560,KR7237820006,플레이디
2561,KR7023770001,플레이위드
2562,KR7019570001,플루토스
2563,KR7300080009,플리토
2564,KR7033790007,피노
2565,KR7032580003,피델릭스
