,std,name
897,KR7448740001,삼성스팩8호
898,KR7468510003,삼성스팩9호
899,KR702826K016,삼성물산우B
900,KR7028260008,삼성물산
901,KR7207940008,삼성바이오로직스
902,KR7032830002,삼성생명
903,KR7018260000,삼성에스디에스
904,KR7009151002,삼성전기우
905,KR7009150004,삼성전기
906,KR7005931001,삼성전자우
907,KR7005930003,삼성전자
908,KR7001360007,삼성제약
909,KR7010140002,삼성중공업
910,KR7016360000,삼성증권
911,KR7068290006,삼성출판사
912,KR7029780004,삼성카드
913,KR7000811000,삼성화재우
914,KR7000810002,삼성화재
915,KR7006110001,삼아알미늄
916,KR7009300005,삼아제약
917,KR7145991006,삼양사우
918,KR7145990008,삼양사
919,KR7003230000,삼양식품
920,KR7482630001,삼양엔씨켐
921,KR7002170009,삼양통상
922,KR7272550005,삼양패키징
923,KR7000071001,삼양홀딩스우
924,KR7000070003,삼양홀딩스
925,KR7060310000,3S
926,KR7002810000,삼영무역
927,KR7003720000,삼영
928,KR7361670003,삼영에스앤씨
929,KR7054540000,삼영엠텍
930,KR7065570004,삼영이엔씨
931,KR7005680004,삼영전자
932,KR7023000003,삼원강재
933,KR7004380002,삼익THK
934,KR7002450005,삼익악기
935,KR7032280000,삼일
936,KR7002290005,삼일기업공사
937,KR7004440004,삼일씨엔에스
938,KR7000520007,삼일제약
939,KR7009770009,삼정펄프
940,KR7037460003,삼지전자
941,KR7032750002,삼진
942,KR7054090006,삼진엘앤디
943,KR7005500004,삼진제약
944,KR7000250001,삼천당제약
945,KR7004690004,삼천리
946,KR7024950008,삼천리자전거
947,KR7038500005,삼표시멘트
948,KR7437730005,삼현
949,KR7017480005,삼현철강
950,KR7010960003,삼호개발
951,KR7046390001,삼화네트웍스
952,KR7004450003,삼화왕관
953,KR7009470006,삼화전기
954,KR7011230000,삼화전자
955,KR7001820000,삼화콘덴서
956,KR7000390005,삼화페인트
957,KR7027580000,상보
958,KR7038540001,상상인
959,KR7452670003,상상인제4호스팩
960,KR7001290006,상상인증권
961,KR7041650003,상신브레이크
962,KR7091580001,상신이디피
963,KR7263810004,상신전자
964,KR7089980007,상아프론테크
965,KR7042940007,상지건설
966,KR7042600007,새로닉스
967,KR7075180000,새론오토모티브
968,KR7107600009,새빗켐
969,KR7411080005,샌즈랩
970,KR7252990007,샘씨엔에스
971,KR7007540008,샘표
972,KR7248170003,샘표식품
973,KR7378800007,샤페론
974,KR7294630009,서남
975,KR7038070009,서린바이오
976,KR7006730006,서부T&D
977,KR7079650008,서산
978,KR7100660000,서암기계공업
979,KR7007860000,서연
980,KR7200880003,서연이화
981,KR7019770007,서연탑메탈
982,KR7017390006,서울가스
983,KR7043710003,서울리거
984,KR7092190008,서울바이오시스
985,KR7046890000,서울반도체
986,KR7031210008,서울보증보험
987,KR7004411005,서울식품우
988,KR7004410007,서울식품
989,KR7063170005,서울옥션
990,KR7027040005,서울전자통신
991,KR7018680009,서울제약
992,KR7021050000,서원
993,KR7093920007,서원인텍
994,KR7189860000,서전기전
995,KR7178320008,서진시스템
996,KR7122690001,서진오토모티브
997,KR7140070004,서플러스글로벌
998,KR7011370004,서한
999,KR7065710006,서호전기
1000,KR7008490005,서흥
1001,KR7035890003,서희건설
1002,KR7357550003,석경에이티
1003,KR7003100005,선광
1004,KR7007610009,선도전기
1005,KR7067370007,선바이오
1006,KR7217620004,선샤인푸드
1007,KR7002820009,SUN&L
1008,KR7171090004,선익시스템
1009,KR7136490000,선진
1010,KR7086710001,선진뷰티사이언스
1011,KR7014620009,성광벤드
1012,KR7037350006,성도이엔지
1013,KR7014911002,성문전자우
1014,KR7014910004,성문전자
1015,KR7003080009,성보화학
1016,KR7004981007,성신양회우
1017,KR7004980009,성신양회
1018,KR7011300001,성안머티리얼스
1019,KR7458650009,성우
1020,KR7081580003,성우전자
1021,KR7045300001,성우테크론
1022,KR7015750003,성우하이텍
1023,KR7365340009,성일하이텍
1024,KR7000180000,성창기업지주
1025,KR7080470008,성창오토텍
1026,KR7043260009,성호전자
1027,KR7148150006,세경하이테크
1028,KR7002420008,세기상사
1029,KR7188260004,세니젠
1030,KR7053060000,세동
1031,KR7340440007,세림B&G
1032,KR7017510009,세명전기
1033,KR7004361002,세방우
1034,KR7004360004,세방
1035,KR7004490009,세방전지
1036,KR7011560000,세보엠이씨
1037,KR7267080000,세븐브로이맥주
1038,KR7396300006,세아메카닉스
1039,KR7001430008,세아베스틸지주
1040,KR7306200007,세아제강
1041,KR7003030004,세아제강지주
1042,KR7019440007,세아특수강
1043,KR7058650003,세아홀딩스
1044,KR7013000005,세우글로벌
1045,KR7100700004,세운메디칼
1046,KR7024830002,세원물산
1047,KR7091090001,세원이앤씨
1048,KR7021820006,세원정공
1049,KR7067830000,세이브존I&C
1050,KR7258830009,세종메디칼
1051,KR7036630002,세종텔레콤
1052,KR7039310008,세중
1053,KR7075580001,세진중공업
1054,KR7067770008,세진티에스
1055,KR7053450003,세코닉스
1056,KR7222810004,세토피아
1057,KR7252500004,세화피앤씨
1058,KR7321370009,센서뷰
1059,KR7347000002,센코
1060,KR7331920009,셀레믹스
1061,KR7471820001,셀로맥스사이언스
1062,KR7049180003,셀루메드
1063,KR7299660001,셀리드
1064,KR7108860008,셀바스AI
1065,KR7208370007,셀바스헬스케어
1066,KR7318160009,셀바이오휴먼텍
1067,KR7308430008,셀비온
1068,KR7068270008,셀트리온
1069,KR7068760008,셀트리온제약
1070,KR7068940006,셀피글로벌
1071,KR7060230000,소니드
1072,KR7290690007,소룩스
1073,KR8840150005,소마젠
1074,KR7032680001,소프트센
1075,KR7032681009,소프트센우
1076,KR7258790005,소프트캠프
1077,KR7066910001,손오공
1078,KR733637K010,솔루스첨단소재1우
1079,KR733637K028,솔루스첨단소재2우B
1080,KR7336370002,솔루스첨단소재
1081,KR7248070005,솔루엠
1082,KR7035610005,솔본
1083,KR7357780006,솔브레인
1084,KR7036830008,솔브레인홀딩스
1085,KR7304100001,솔트룩스
1086,KR7328380001,솔트웨어
1087,KR7004430005,송원산업
1088,KR7086980000,쇼박스
1089,KR7050960004,수산아이앤티
1090,KR7126720002,수산인더스트리
1091,KR7017550005,수산중공업
1092,KR7084180009,수성웹툰
1093,KR7253840003,수젠텍
1094,KR7067160002,SOOP
1095,KR7298830001,슈어소프트테크
1096,KR7236200002,슈프리마
1097,KR7094840006,슈프리마에이치큐
1098,KR7192440006,슈피겐코리아
1099,KR7424960003,스마트레이더시스템
1100,KR7099440000,스맥
1101,KR7357880004,SKAI
1102,KR7276040003,스코넥
1103,KR7159910009,스킨앤스킨
1104,KR7204210009,스타에스엠리츠
1105,KR7060240009,스타코링크
1106,KR7115570004,스타플렉스
1107,KR7330730003,스톤브릿지벤처스
1108,KR7352090005,스톰테크
1109,KR7204630008,스튜디오산타클로스
1110,KR7253450001,스튜디오드래곤
1111,KR7408900009,스튜디오미르
1112,KR7415380005,스튜디오삼익
1113,KR7026890004,스틱인베스트먼트
1114,KR7013810007,스페코
1115,KR7049830003,승일
1116,KR7020710000,시공테크
1117,KR7033170002,시그네틱스
1118,KR7048870000,시너지이노베이션
1119,KR7025320003,시노펙스
1120,KR7134790005,시디즈
1121,KR7269620001,시스웍
1122,KR7000480004,CR홀딩스
1123,KR7056090004,시지메드텍
1124,KR7429270002,시지트로닉스
1125,KR7418250007,시큐레터
1126,KR7131090003,시큐브
1127,KR7232830000,시큐센
1128,KR7462870007,시프트업
1129,KR7016590002,신대양제지
1130,KR7290520006,신도기연
1131,KR7029530003,신도리코
1132,KR7004970000,신라교역
1133,KR7001000009,신라섬유
1134,KR7025870007,신라에스지
1135,KR7215600008,신라젠
1136,KR7065350001,신성델타테크
1137,KR7416180008,신성에스티
1138,KR7011930005,신성이엔지
1139,KR7005390000,신성통상
1140,KR7004170007,신세계
1141,KR7035510007,신세계 I&C
1142,KR7031430002,신세계인터내셔날
1143,KR7031440001,신세계푸드
1144,KR7006880009,신송홀딩스
1145,KR7162300008,신스틸
1146,KR7290560002,신시웨이
1147,KR7002800001,신신제약
1148,KR7005800008,신영와코루
1149,KR7001720002,신영증권
1150,KR7472220003,신영스팩10호
1151,KR7430220004,신영스팩8호
1152,KR7445970007,신영스팩9호
1153,KR7009270000,신원
1154,KR7017000001,신원종합개발
1155,KR7002700003,신일전자
1156,KR7012790002,신일제약
1157,KR7138070008,신진에스엠
1158,KR7226330009,신테카바이오
1159,KR7002870004,신풍
1160,KR7019171008,신풍제약우
1161,KR7019170000,신풍제약
1162,KR7481850006,신한글로벌액티브리츠
1163,KR7055550008,신한지주
1164,KR7404990004,신한서부티엔디리츠
1165,KR7293940003,신한알파리츠
1166,KR7418210001,신한제10호스팩
1167,KR7452980006,신한제11호스팩
1168,KR7474660008,신한제12호스팩
1169,KR7474930005,신한제13호스팩
1170,KR7487360000,신한제14호스팩
1171,KR7487830002,신한제15호스팩
1172,KR7056700008,신화인터텍
1173,KR7187270004,신화콘텍
1174,KR7004080008,신흥
1175,KR7243840006,신흥에스이씨
1176,KR7257720003,실리콘투
1177,KR7222800005,심텍
1178,KR7036710002,심텍홀딩스
1179,KR7444530000,심플랫폼
1180,KR7160980009,싸이맥스
1181,KR7356890004,싸이버원
1182,KR7217330000,싸이토젠
1183,KR7102280005,쌍방울
1184,KR7004770004,써니전자
1185,KR7217320001,썬테크
1186,KR7208640003,썸에이지
1187,KR7222420002,쎄노텍
1188,KR7037760006,쎄니트
1189,KR7099320004,쎄트렉아이
1190,KR7049960008,쎌바이오텍
1191,KR7088280003,쏘닉스
1192,KR7403550007,쏘카
1193,KR7050890003,쏠리드
1194,KR7394800007,쓰리빌리언
1195,KR7177900008,쓰리에이로직스
1196,KR7475400008,씨메스
1197,KR7013720008,CBI
1198,KR7109670000,씨싸이트
1199,KR7066790007,씨씨에스
1200,KR7222080004,씨아이에스
1201,KR7004920005,씨아이테크
1202,KR7236030003,씨알푸드
1203,KR7103660007,씨앗
1204,KR7352480008,씨앤씨인터내셔널
1205,KR7245450002,씨앤에스링크
1206,KR7023460009,CNH
1207,KR7264660002,씨앤지하이테크
1208,KR7352700009,씨앤투스
1209,KR7056730005,CNT85
1210,KR7458870003,씨어스테크놀로지
1211,KR7065770000,CS
1212,KR7297090003,씨에스베어링
1213,KR7083660001,CSA 코스믹
1214,KR7112610001,씨에스윈드
1215,KYG2114A1094,씨엑스아이
1216,KR7359090008,씨엔알리서치
1217,KR7115530008,씨엔플러스
1218,KR7115480006,씨유메디칼
1219,KR7340810001,씨유박스
1220,KR7376290003,씨유테크
1221,KR7189330004,씨이랩
1222,KR7000120006,CJ대한통운
1223,KR7311690002,CJ 바이오사이언스
1224,KR7079160008,CJ CGV
1225,KR7035760008,CJ ENM
1226,KR7097951008,CJ제일제당 우
1227,KR7097950000,CJ제일제당
1228,KR7051500007,CJ프레시웨이
1229,KR7096530001,씨젠
1230,KR7083790006,CG인바이츠
1231,KR7480370006,씨케이솔루션
1232,KR7101240000,씨큐브
1233,KR7060590007,씨티씨바이오
1234,KR7308170000,씨티알모빌리티
1235,KR7260930003,씨티케이
1236,KR7413630005,씨피시스템
1237,KR7013990007,아가방컴퍼니
1238,KR7123860009,아나패스
1239,KR7025980004,아난티
1240,KR7008700007,아남전자
1241,KR7125210005,아모그린텍
1242,KR7002791002,아모레G우
1243,KR700279K010,아모레G3우(전환)
1244,KR7002790004,아모레G
1245,KR7090431008,아모레퍼시픽우
1246,KR7090430000,아모레퍼시픽
1247,KR7052710001,아모텍
1248,KR7074430000,아미노로직스
1249,KR7092040005,아미코젠
1250,KR7083930008,아바코
1251,KR7149950008,아바텍
1252,KR7036010007,아비코전자
1253,KR7002030005,아세아
1254,KR7183190008,아세아시멘트
1255,KR7002310001,아세아제지
1256,KR7050860006,아세아텍
1257,KR7012170007,아센디오
1258,KR7136410008,아셈스
1259,KR7246720007,아스타
1260,KR7450950001,아스테라시스
1261,KR7067390005,아스트
1262,KR7159010008,아스플로
1263,KR7127710002,아시아경제
1264,KR7267850006,아시아나IDT
1265,KR7020560009,아시아나항공
1266,KR7227610003,아우딘퓨쳐스
1267,KR7143160000,아이디스
1268,KR7054800008,아이디스홀딩스
1269,KR7332370006,아이디피
1270,KR7122900004,아이마켓코리아
1271,KR7339950008,아이비김영
1272,KR7469750004,아이비젼웍스
1273,KR7439730003,IBKS제20호스팩
1274,KR7442770004,IBKS제21호스팩
1275,KR7448760009,IBKS제22호스팩
1276,KR7467930004,IBKS제23호스팩
1277,KR7469480008,IBKS제24호스팩
1278,KR7460470008,아이빔테크놀로지
1279,KR7099190001,아이센스
1280,KR7461300006,아이스크림미디어
1281,KR7289010001,아이스크림에듀
1282,KR7214430001,아이쓰리시스템
1283,KR7040910002,아이씨디
1284,KR7368600003,아이씨에이치
1285,KR7456010008,아이씨티케이
1286,KR7052860004,아이앤씨
1287,KR7464500008,아이언디바이스
1288,KR7010780005,아이에스동서
1289,KR7095340006,ISC
1290,KR7212710008,아이에스티이
1291,KR7038880001,아이에이
1292,KR7307180000,아이엘사이언스
1293,KR7101390003,아이엠
1294,KR7461030009,아이엠비디엑스
1295,KR7052220001,iMBC
1296,KR7456570001,아이엠지티
1297,KR7451220008,아이엠티
1298,KR7447690009,아이오바이오
1299,KR7090150004,아이윈
1300,KR7123010001,아이윈플러스
1301,KR7031310006,아이즈비전
1302,KR7462980004,아이지넷
1303,KR7185490000,아이진
1304,KR7059100008,아이컴포넌트
1305,KR7149010001,아이케이세미콘
1306,KR7262840002,아이퀘스트
1307,KR7175250000,아이큐어
1308,KR7052460003,아이크래프트
1309,KR7119830008,아이텍
1310,KR7052770005,아이톡시
1311,KR7124500000,아이티센
1312,KR7010280006,아이티센엔텍
1313,KR7243870003,아이티센코어
1314,KR7372800003,아이티아이즈
1315,KR7084850007,아이티엠반도체
1316,KR7114840002,아이패밀리에스씨
1317,KR7139990006,아주스틸
1318,KR7027360007,아주IB투자
1319,KR7032080004,아즈텍WB
1320,KR7013310008,아진산업
1321,KR7059120006,아진엑스텍
1322,KR7009320003,아진전자부품
1323,KR7203690003,아크솔루션스
1324,KR7158430009,아톤
1325,KR7200350007,아티스트스튜디오
1326,KR7321820003,아티스트유나이티드
1327,KR7149300006,아퓨어스
1328,KR7102950003,아하
1329,KR7001540004,안국약품
1330,KR7053800009,안랩
1331,KR7251280004,안지오랩
1332,KR7065660003,안트로젠
1333,KR7297570004,알로이스
1334,KR7001780006,알루코
1335,KR7260660006,알리코제약
1336,KR7354320004,알멕
1337,KR7361570005,알비더블유
1338,KR7131370009,알서포트
1339,KR7140670001,알에스오토메이션
1340,KR7327260006,RF머트리얼즈
1341,KR7096610001,알에프세미
1342,KR7474610003,RF시스템즈
1343,KR7218410009,RFHIC
1344,KR7061040002,알에프텍
1345,KR7148250004,알엔투테크놀로지
1346,KR7347860009,알체라
1347,KR7196170005,알테오젠
1348,KR7123750002,알톤
1349,KR7085810000,알티캐스트
1350,KR7043100007,알파녹스
1351,KR7117670000,알파홀딩스
1352,KR7314140005,알피바이오
1353,KR7291650000,압타머사이언스
1354,KR7293780003,압타바이오
1355,KR7018250001,애경산업
1356,KR7161000005,애경케미칼
1357,KR7390110005,애니메디솔루션
1358,KR7196300008,애니젠
1359,KR7310200001,애니플러스
1360,KR7179530001,애드바이오텍
1361,USU652221081,애머릿지
1362,KR7052790003,액토즈소프트
1363,KR7290740000,액트로
1364,KR7238090005,앤디포스
1365,KR7092600006,앤씨앤
1366,KR7129890000,앱코
1367,KR7174900001,앱클론
1368,KR7270520000,앱트뉴로사이언스
1369,KR7255440000,야스
1370,KR7030960009,양지사
1371,KR7102120003,어보브반도체
1372,KR7238120000,얼라인드
1373,KR7224810002,엄지하우스
1374,KR7019990001,에너토크
1375,KR7011090008,에넥스
1376,KR7435570007,에르코스
1377,KR7270660004,에브리봇
1378,KR7038680005,에스넷
1379,KR7137310009,에스디바이오센서
1380,KR7217480003,에스디생명공학
1381,KR7121890008,에스디시스템
1382,KR7099220006,SDN
1383,KR7304360001,에스바이오메딕스
1384,KR7289080004,SV인베스트먼트
1385,KR7389500000,에스비비테크
1386,KR7019550003,SBI인베스트먼트
1387,KR7034120006,SBS
1388,KR7042110007,에스씨디
1389,KR7036120004,SCI평가정보
1390,KR7246960009,SCL사이언스
1391,KR7298060005,에스씨엠생명과학
1392,KR7065420002,에스아이리소스
1393,KR7270210008,에스알바이오텍
1394,KR7103230009,에스앤더블류
1395,KR7260970009,에스앤디
1396,KR7101490001,에스앤에스텍
1397,KR7095910006,에스에너지
1398,KR7275630002,에스에스알
1399,KR7419530001,SAMG엔터
1400,KR7031330004,에스에이엠티
1401,KR7351320007,에스에이티이엔지
1402,KR7060540002,에스에이티
1403,KR7056190002,에스에프에이
1404,KR7036540003,SFA반도체
1405,KR7091340000,S&K폴리텍
1406,KR7005850003,에스엘
1407,KR7246250005,에스엘에스바이오
1408,KR7258540004,에스엘테라퓨틱스
1409,KR7063440002,SM Life Design
1410,KR7010580009,에스엠벡셀
1411,KR7460870009,에스엠씨지
1412,KR7041510009,에스엠
1413,KR7048550008,SM C&C
1414,KR7007820004,에스엠코어
1415,KR7464080001,에스오에스랩
1416,KR7109610006,에스와이
1417,KR7365330000,에스와이스틸텍
1418,KR7012750006,에스원
1419,KR7306040007,에스제이그룹
1420,KR7033530007,SJG세종
1421,KR7217910009,에스제이켐
1422,KR7004060000,SG세계물산
1423,KR7016250003,SGC E&C
1424,KR7049470008,SGA
1425,KR7184230001,SGA솔루션즈
1426,KR7040610008,SG&G
1427,KR7255220006,SG
1428,KR7398120006,에스지헬스케어
1429,KR7006121008,SK디스커버리우
1430,KR7006120000,SK디스커버리
1431,KR7302440003,SK바이오사이언스
1432,KR7326030004,SK바이오팜
1433,KR7475150009,SK이터닉스
1434,KR7457940005,에스케이증권제10호스팩
1435,KR7472230002,에스케이증권제11호스팩
1436,KR7473000008,에스케이증권제12호스팩
1437,KR7473950004,에스케이증권제13호스팩
1438,KR7435870001,에스케이증권제8호스팩
1439,KR7455910000,에스케이증권제9호스팩
1440,KR7000660001,SK하이닉스
1441,KR7475660007,에스켐
1442,KR7096630009,에스코넥
1443,KR7069510006,에스텍
1444,KR7234300002,에스트래픽
1445,KR7039440003,에스티아이
1446,KR7098660004,에스티오
1447,KR7052020005,에스티큐브
1448,KR7237690003,에스티팜
1449,KR7050760008,에스폴리텍
1450,KR7288620008,에스퓨얼셀
1451,KR7443670005,에스피소프트
1452,KR7317830008,에스피시스템스
1453,KR7058610007,에스피지
1454,KR7043340009,에쎈테크
1455,KR7023960008,에쓰씨엔지니어링
1456,KR7163280001,에어레인
1457,KR7298690009,에어부산
1458,KR7054630009,에이디칩스
1459,KR7200710002,에이디테크놀로지
1460,KR7475580007,에이럭스
1461,KR7096690003,에이루트
1462,KR7078520004,에이블씨엔씨
1463,KR7298380007,에이비엘바이오
1464,KR7203400007,에이비온
1465,KR7195990007,에이비프로바이오
1466,KR7003800000,에이스침대
1467,KR7088800008,에이스테크
1468,KR7241840008,에이스토리
1469,KR7311960009,에이아이더뉴트리진
1470,KR7453860009,에이에스텍
1471,KR7312610009,에이에프더블류
1472,KR7015260003,에이엔피
1473,KR7172670002,에이엘티
1474,KR7495900003,에이엠시지
1475,KR7234070001,에이원알폼
1476,KR7140910001,에이리츠
1477,KR7445090004,에이직랜드
1478,KR7039570007,HDC랩스
1479,KR7089470009,HDC현대EP
1480,KR7009540006,HD한국조선해양
1481,KR7267270007,HD현대건설기계
1482,KR7443060009,HD현대마린솔루션
1483,KR7071970008,HD현대마린엔진
1484,KR7010620003,HD현대미포
1485,KR7267250009,HD현대
1486,KR7322000001,HD현대에너지솔루션
1487,KR7042670000,HD현대인프라코어
1488,KR7267260008,HD현대일렉트릭
1489,KR7329180004,HD현대중공업
1490,KR7295310007,에이치브이엠
1491,KR7297890006,HB솔루션
1492,KR7440290005,HB인베스트먼트
1493,KR7078150000,HB테크놀러지
1494,KR7072990005,에이치시티
1495,KR7036640001,HRS
1496,KR7002460004,HS화성
1497,KR7487570004,HS효성
1498,KR7298050006,HS효성첨단소재
1499,KR7044990000,에이치엔에스하이텍
1500,KR7028300002,HLB
1501,KR7003580008,HLB글로벌
1502,KR7278650007,HLB바이오스텝
1503,KR7343090007,HLB사이언스
1504,KR7067630004,HLB생명과학
1505,KR7187420005,HLB제넥스
1506,KR7047920004,HLB제약
1507,KR7115450009,HLB테라퓨틱스
1508,KR7046210001,HLB파나진
1509,KR7239610009,에이치엘사이언스
1510,KR7462020009,에이치엠씨제6호스팩
1511,KR7477340004,에이치엠씨제7호스팩
1512,KR7011200003,HMM
1513,KR7148930001,에이치와이티씨
1514,KR7376270005,에이치이엠파마
1515,KR7044780005,에이치케이
1516,KR7195940002,HK이노엔
1517,KR7403870009,HPSP
1518,KR7357230002,에이치피오
1519,KR7355690009,에이텀
1520,KR7071670004,에이테크솔루션
1521,KR7045660008,에이텍
1522,KR7224110007,에이텍모빌리티
1523,KR7021080007,에이티넘인베스트
1524,KR7200470003,에이팩트
1525,KR7207490004,에이펙스인텍
1526,KR7262260003,에이프로
1527,KR7003060001,에이프로젠바이오로직스
1528,KR7007460009,에이프로젠
1529,KR7397030008,에이프릴바이오
1530,KR7244920005,에이플러스에셋
1531,KR7265520007,AP시스템
1532,KR7278470000,에이피알
1533,KR7054620000,APS
1534,KR7211270004,AP위성
1535,KR7109960005,AP헬스케어
1536,KR7230240004,에치에프알
1537,KR7230360000,에코마케팅
1538,KR7038870002,에코바이오
1539,KR7097780001,에코볼트
1540,KR7448280008,에코아이
1541,KR7101360006,에코앤드림
1542,KR7128540002,에코캡
1543,KR7086520004,에코프로
1544,KR7450080007,에코프로머티
1545,KR7247540008,에코프로비엠
1546,KR7383310000,에코프로에이치엔
1547,KR7038110003,에코플라스틱
1548,KR7073540007,에프알텍
1549,KR7064850001,에프앤가이드
1550,KR7214270001,FSN
1551,KR7036810000,에프에스티
1552,KR7173940008,에프엔씨엔터
1553,KR7083500009,에프엔에스테크
1554,KR7446440000,에피바이오텍
1555,KR7054940002,엑사이엔씨
1556,KR8840090003,엑세스바이오
1557,KR7373110006,엑셀세라퓨틱스
1558,KR7205100001,엑셈
1559,KR7356680009,엑스게이트
1560,KR7070300009,엑스큐어
1561,KR7317770006,엑스페릭스
1562,KR7373200005,엑스플러스
1563,KR7069920007,엑시온그룹
1564,KR7092870005,엑시콘
1565,KR7019490002,엑시큐어하이트론
1566,KR7317870004,엔바이오니아
1567,KR7067570002,엔브이에이치코리아
1568,KR7236810008,엔비티
1569,KR7140610007,엔솔바이오사이언스
1570,KR7333620003,엔시스
1571,KR7101400000,엔시트론
1572,KR7036570000,엔씨소프트
1573,KR7238170005,엔에스엠
1574,KR7078860004,엔에스이엔엠
1575,KR7224760009,엔에스컴퍼니
1576,KR7437780000,엔에이치스팩24호
1577,KR7438580003,엔에이치스팩25호
1578,KR7439410002,엔에이치스팩26호
1579,KR7440820009,엔에이치스팩27호
1580,KR7451700009,엔에이치스팩29호
1581,KR7466910007,엔에이치스팩30호
1582,KR7481890002,엔에이치스팩31호
1583,KR7104200001,NHN벅스
1584,KR7060250008,NHN KCP
1585,KR7400760005,NH올원리츠
1586,KR7005941000,NH투자증권우
1587,KR7005940002,NH투자증권
1588,KR7265740001,엔에프씨
1589,KR7053290003,NE능률
1590,KR7354200008,엔젠바이오
1591,KR7455900001,엔젤로보틱스
1592,KR7419080007,엔젯
1593,KR7093510006,엔지브이아이
1594,KR7208860007,엔지스테크널러지
1595,KR7183490002,엔지켐생명과학
1596,KR7085310001,엔케이
1597,KR7182400002,엔케이맥스
1598,KR7348370008,엔켐
1599,KR7069410009,엔텔스
1600,KR7227950003,엔투텍
1601,KR7291230001,엔피
1602,KR7198080004,엔피디
1603,KR7222160004,NPX
1604,KR7048830004,엔피케이
1605,KR7096870001,엘디티
1606,KR7276240009,엘리비젼
1607,KYG5307W1015,엘브이엠씨홀딩스
1608,KR7061970000,LB세미콘
1609,KR7309960003,LB인베스트먼트
1610,KR7290650001,엘앤씨바이오
1611,KR7066970005,엘앤에프
1612,KR7156100000,엘앤케이바이오
1613,KR7060370004,LS마린솔루션
1614,KR7417200003,LS머트리얼즈
1615,KR7078020005,LS증권
1616,KR7311060008,엘에이티
1617,KR7108671009,LX하우시스우
1618,KR7108670001,LX하우시스
1619,KR738380K012,LX홀딩스1우
1620,KR7383800000,LX홀딩스
1621,KR7073110009,엘엠에스
1622,KR7083310003,엘오티베큠
1623,KR7064400005,LG씨엔에스
1624,KR7037560000,LG헬로비전
1625,KR7037950003,엘컴텍
1626,KR7225190008,LK삼양
1627,KR7489500009,엘케이켐
1628,KR7170920003,엘티씨
1629,KR7476080007,M83
1630,KR7058630005,엠게임
1631,KR7226590008,엠디바이스
1632,KR7058970005,엠로
1633,KR7019590009,엠벤처투자
1634,KR7097520001,엠씨넥스
1635,KR7373170000,엠아이큐브솔루션
1636,KR7179290002,엠아이텍
1637,KR7484870001,엠앤씨솔루션
1638,KR7009780008,엠에스씨
1639,KR7123040008,엠에스오토텍
1640,KR7432980001,엠에프씨
1641,KR7323230003,엠에프엠코리아
1642,KR7413390006,엠오티
1643,KR7032790008,엠젠솔루션
1644,KR7033160003,엠케이전자
1645,KR7347890006,엠투아이
1646,KR7033310004,엠투엔
1647,KR7259630002,엠플러스
1648,KR7105550008,엣지파운드리
1649,KR7060850005,영림원소프트랩
1650,KR7014440002,영보화학
1651,KR7143540003,영우디에스피
1652,KR7111770004,영원무역
1653,KR7009970005,영원무역홀딩스
1654,KR7003520004,영진약품
1655,KR7000670000,영풍
1656,KR7036560001,영풍정밀
1657,KR7006740005,영풍제지
1658,KR7012280004,영화금속
1659,KR7265560003,영화테크
1660,KR7012160008,영흥
1661,KR7036000008,예림당
1662,KR7250930005,예선테크
1663,KR7053280004,예스24
1664,KR7015360001,예스코홀딩스
1665,KR7122640006,예스티
1666,HK0000312568,오가닉티코스메틱
1667,KR7212310007,오건에코텍
1668,KR7045060001,오공
1669,KR7192410009,오늘이엔엠
1670,KR7080520000,오디텍
1671,KR7007310006,오뚜기
1672,KR7039830005,오로라
1673,KR7322310004,오로스테크놀로지
1674,KR7046120002,오르비텍
1675,KR7475830006,오름테라퓨틱
1676,KR7014940001,오리엔탈정공
1677,KR7002630002,오리엔트바이오
1678,KR7065500001,오리엔트정공
1679,KR7271560005,오리온
1680,KR7001800002,오리온홀딩스
1681,KR7010470003,오리콤
1682,KR7417860004,오브젠
1683,KR7352910004,오비고
1684,KR7053980009,오상자이엘
1685,KR7036220002,오상헬스케어
1686,KR7052420007,오성첨단소재
1687,KR7332190008,오션스바이오
1688,KR7052300001,오션인더블유
1689,KR7039200001,오스코텍
1690,KR7031510001,오스템
1691,KR7010060002,OCI홀딩스
1692,KR7368970000,오에스피
1693,KR7138080007,오이솔루션
1694,KR7080580004,오킨스전자
1695,KR7067170001,오텍
1696,KR7353590003,오토앤
1697,KR7173130006,오파스넷
1698,KR7049480007,오픈베이스
1699,KR7394280002,오픈엣지테크놀로지
1700,KR7309930006,오하임앤컴퍼니
1701,KR7476060009,온코닉테라퓨틱스
1702,KR7382150001,온코크로스
1703,KR7005320007,온타이드
1704,KR7244460002,올리패스
1705,KR7226950004,올릭스
1706,KR7057540007,옴니시스템
1707,KR7131030009,옵투스제약
1708,KR7082210006,옵트론텍
1709,KR7109080002,옵티시스
1710,KR7380540005,옵티코어
1711,KR7153710009,옵티팜
1712,KR7051390003,YW
1713,KR7432430007,와이랩
1714,KR7338840002,와이바이오로직스
1715,KR7057030009,YBM넷
1716,KR7122990005,와이솔
1717,KR7232140004,와이씨
1718,KR7112290002,와이씨켐
1719,KR7065530008,와이어블
1720,KR7067900001,와이엔텍
1721,KR7007530009,와이엠
1722,KR7155650005,와이엠씨
1723,KR7273640003,와이엠텍
